0.0,13884.0,37210204.0,20554250.0,33519488.0,25144682.0,1976.0,1902.0,444.0,0.0
74.0,0.0,30491342.0,26051528.0,29051882.0,31177686.0,496.0,422.0,0.0,0.0
15030814.0,6111122.0,0.0,5840072.0,8706620.0,35383828.0,28512744.0,12100070.0,496.0,496.0
24867868.0,16066210.0,14873780.0,0.0,8978608.0,18704298.0,20782604.0,7505846.0,496.0,496.0
7814948.0,11207664.0,18277310.0,26042114.0,0.0,14032.0,0.0,0.0,0.0,0.0
24477504.0,28279892.0,33924642.0,26452134.0,0.0,0.0,0.0,0.0,0.0,0.0
422.0,0.0,33531784.0,6854014.0,0.0,0.0,0.0,148.0,74.0,0.0
496.0,0.0,20263162.0,10295214.0,0.0,0.0,0.0,0.0,74.0,0.0
644.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0
718.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
