0.0,13884.0,1015912816.0,562524442.0,920413418.0,692670410.0,36551566.0,23644220.0,447322632.0,642901852.0
74.0,0.0,836762578.0,717402026.0,800791810.0,860818806.0,1610100.0,2711034.0,307176690.0,409749822.0
418875980.0,168823400.0,0.0,166880404.0,240150852.0,968550206.0,68750828.0,46613326.0,934891586.0,389207218.0
681758238.0,442831694.0,406870894.0,0.0,252165216.0,514568528.0,50725896.0,29368700.0,787779140.0,487854094.0
216461940.0,311652280.0,502434914.0,717281986.0,0.0,14032.0,0.0,0.0,0.0,0.0
669846968.0,777084660.0,932069974.0,728953578.0,0.0,0.0,0.0,0.0,0.0,0.0
802511036.0,479490118.0,919149202.0,191587930.0,0.0,0.0,0.0,148.0,74.0,0.0
455820652.0,849279134.0,561096018.0,286947434.0,0.0,0.0,0.0,0.0,74.0,0.0
688762672.0,325601874.0,670300200.0,235171256.0,0.0,0.0,0.0,0.0,0.0,148.0
331967898.0,319741816.0,488683338.0,412336094.0,296.0,0.0,0.0,0.0,0.0,0.0
