0.0,301001896.0,567740412.0,314323906.0,514385008.0,387011588.0,36077160.0,23242918.0,162102286.0,220950896.0
441105070.0,0.0,467634280.0,401139648.0,447609220.0,481085032.0,1196662.0,2175408.0,138021484.0,131803798.0
234058390.0,94469454.0,0.0,13958.0,0.0,0.0,74.0,0.0,0.0,0.0
381023702.0,247511630.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0
121124828.0,174184306.0,0.0,13958.0,0.0,0.0,0.0,0.0,0.0,0.0
374283736.0,434554488.0,0.0,13958.0,0.0,0.0,168.0,0.0,0.0,0.0
423710852.0,253031580.0,74.0,13884.0,0.0,0.0,0.0,0.0,0.0,148.0
224283166.0,417822244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219922838.0,103813266.0,1330.0,2282.0,370.0,0.0,0.0,0.0,0.0,0.0
42209118.0,40673666.0,3178.0,1344.0,74.0,0.0,0.0,0.0,0.0,0.0
