0.0,0.0,0.0,0.0,13884.0,13884.0,36004512.0,23176742.0,120250182.0,12830494.0
0.0,0.0,0.0,0.0,14032.0,13958.0,1139008.0,2091914.0,113394598.0,8164886.0
0.0,0.0,0.0,0.0,0.0,0.0,68182574.0,46116118.0,396890814.0,165231220.0
0.0,0.0,0.0,0.0,0.0,0.0,50325250.0,28903062.0,334494120.0,203308272.0
0.0,0.0,0.0,0.0,0.0,0.0,52266330.0,88709274.0,154121352.0,142104822.0
0.0,0.0,0.0,0.0,0.0,0.0,70624014.0,31917144.0,450507544.0,196688610.0
368042206.0,219922586.0,454620978.0,94783148.0,283293908.0,259554008.0,0.0,26860286.0,100755202.0,253768112.0
190268538.0,354400668.0,277415732.0,141980412.0,377858130.0,124352980.0,58782328.0,0.0,94818784.0,136216136.0
151328388.0,71440132.0,289354608.0,101592348.0,348336426.0,354684576.0,76520052.0,118525604.0,0.0,0.0
1613146.0,1473144.0,180607588.0,152170196.0,150876408.0,259586618.0,25765094.0,140655114.0,0.0,0.0
